applicant_name,age,gender,marital_status,dependents,education,employment_type,years_of_employment,monthly_income,bank_balance,existing_emi,existing_loan_amount,debt_to_income_ratio,credit_score,credit_history,previous_defaults,loan_amount_requested,loan_tenure,loan_purpose,collateral_value,property_area,loan_status
Rohan Joshi,49,Female,Married,2,Not Graduate,Salaried,19.2,87143.1,549216.11,23231.61,707210.86,26.66,371,1,3,7690465.23,120,Home,13113250.38,Rural,N
Sai Chopra,35,Female,Single,1,Not Graduate,Salaried,4.8,88796.21,521617.67,3309.49,185518.59,3.73,568,1,3,9503472.26,120,Home,13087717.88,Semiurban,Y
Sai Mishra,45,Male,Married,1,Graduate,Self-Employed,11.5,30177.13,47202.15,2721.86,119385.26,9.02,519,1,1,347515.0,60,Medical,921.8,Urban,Y
Sanjay Rao,33,Female,Married,1,Graduate,Salaried,5.3,86592.38,671084.75,39310.89,1154346.8,45.4,655,0,0,3570714.11,180,Business,6037407.27,Semiurban,N
Sunita Iyer,52,Male,Single,1,Graduate,Unemployed,0.0,10000.0,74585.83,536.85,24952.64,5.37,720,1,0,176065.59,120,Personal,312218.24,Urban,Y
Rahul Shah,50,Male,Single,0,Graduate,Self-Employed,28.8,109601.89,539580.78,20482.37,1056394.91,18.69,454,1,4,1411602.22,24,Medical,2809.68,Semiurban,N
Suresh Saxena,64,Female,Married,1,Graduate,Salaried,18.6,73316.77,209851.45,26465.68,1306393.88,36.1,785,0,0,1025837.4,120,Personal,911325.57,Semiurban,N
Vikram Tiwari,23,Female,Single,0,Graduate,Salaried,2.7,161479.12,1061120.88,20731.98,1237476.51,12.84,667,1,0,2139029.98,360,Education,2032149.29,Rural,Y
Vivaan Joshi,59,Male,Married,2,Graduate,Salaried,21.8,57281.15,91271.14,5757.77,321085.6,10.05,620,1,3,1358918.06,36,Business,1788198.99,Semiurban,Y
Krishna Bansal,36,Male,Single,0,Not Graduate,Retired,24.1,25781.7,123235.45,11318.38,282673.18,43.9,767,1,0,316303.29,180,Vehicle,2308.03,Urban,Y
Anjali Malhotra,23,Female,Single,0,Graduate,Business Owner,1.9,128599.35,536334.94,27301.59,798524.28,21.23,394,0,2,6093077.41,120,Home,9015790.73,Rural,N
Amit Shah,52,Male,Single,1,Not Graduate,Salaried,33.4,50535.44,382057.37,22624.63,1018660.68,44.77,655,0,0,3168670.01,12,Business,577.3,Semiurban,Y
Rekha Khanna,28,Male,Married,0,Graduate,Salaried,5.5,35084.8,214053.42,10734.96,501755.94,30.6,536,1,1,1436053.94,60,Business,1150051.5,Semiurban,N
Dhruv Saxena,28,Male,Married,0,Not Graduate,Self-Employed,1.9,55845.95,409833.58,14645.52,349644.62,26.22,578,0,0,6082502.78,240,Home,5297363.81,Urban,N
Shreya Mishra,65,Male,Married,0,Graduate,Salaried,23.4,64856.76,318216.33,16979.27,829687.67,26.18,504,1,0,6872677.68,240,Home,8693646.73,Urban,Y
Krishna Mehta,30,Female,Married,1,Graduate,Self-Employed,9.4,27763.94,215985.74,3936.63,166119.85,14.18,486,1,4,108445.26,180,Education,110855.88,Urban,Y
Yash Joshi,45,Male,Married,0,Graduate,Business Owner,16.1,141745.28,1026379.24,9135.85,313118.33,6.45,552,0,2,1532526.45,120,Vehicle,2018.66,Semiurban,N
Rajesh Sharma,30,Male,Married,3+,Not Graduate,Salaried,10.3,57387.47,135941.34,24855.35,1022222.72,43.31,489,1,1,700258.07,60,Other,881.77,Urban,Y
Riya Khanna,26,Female,Single,1,Graduate,Business Owner,5.2,192047.42,822089.77,108054.51,3000000.0,56.26,638,1,0,10000000.0,60,Home,15000000.0,Urban,Y
Sai Joshi,21,Male,Single,0,Graduate,Unemployed,0.0,10000.0,6553.49,2553.58,139884.49,25.54,590,0,0,1080075.14,60,Home,1529331.59,Semiurban,N
Saanvi Pandey,21,Female,Single,0,Graduate,Self-Employed,0.3,32328.84,18720.41,15998.45,476131.77,49.49,300,0,5,656586.57,24,Business,878034.72,Urban,N
Saanvi Rao,42,Male,Married,0,Graduate,Salaried,21.3,95705.35,629984.93,35118.7,1843556.5,36.69,547,1,0,4756266.48,24,Home,3725.62,Urban,Y
Ishaan Saxena,40,Female,Married,0,Not Graduate,Business Owner,20.3,195205.22,845831.94,53934.98,2329573.57,27.63,587,1,0,4988807.89,180,Other,4985.49,Semiurban,Y
Neha Agarwal,22,Female,Single,1,Graduate,Unemployed,0.0,10234.16,21841.96,3827.85,224964.0,37.4,610,0,0,148866.19,60,Personal,162001.42,Semiurban,N
Manish Malhotra,36,Female,Single,1,Not Graduate,Salaried,2.0,43761.37,284251.0,8918.86,430949.59,20.38,554,1,4,223851.73,300,Personal,1612.28,Urban,N
Lakshmi Sharma,33,Male,Married,0,Graduate,Salaried,5.1,107933.76,724237.66,28087.39,1171189.94,26.02,765,1,0,1867358.88,180,Vehicle,2718654.57,Urban,Y
Pari Saxena,46,Female,Married,2,Graduate,Salaried,14.9,80890.8,294319.91,14824.9,343097.89,18.33,727,1,0,2039383.86,36,Business,2109663.31,Urban,Y
Kabir Singh,65,Female,Married,1,Graduate,Unemployed,0.0,10000.0,23896.26,451.64,20419.75,4.52,664,0,0,513582.09,120,Home,4617.97,Rural,N
Amit Agarwal,52,Male,Married,0,Graduate,Salaried,3.4,47411.76,306351.45,1370.24,38223.36,2.89,728,1,1,341330.87,36,Personal,4495.25,Semiurban,Y
Sunita Sharma,62,Male,Married,2,Graduate,Self-Employed,21.9,35751.29,221325.04,13493.47,796194.74,37.74,556,1,0,190873.99,240,Vehicle,3693.59,Semiurban,Y
Myra Patel,29,Male,Married,0,Not Graduate,Salaried,5.9,92699.09,567472.7,29435.35,972977.97,31.75,786,1,0,1656461.52,120,Vehicle,2916477.71,Rural,Y
Myra Shah,30,Male,Single,1,Graduate,Salaried,8.0,131023.36,725461.86,55381.63,1275787.12,42.27,512,1,1,2409168.0,240,Vehicle,2860109.85,Semiurban,N
Yash Pandey,54,Male,Single,0,Graduate,Retired,27.1,21480.89,82265.28,4455.84,87560.22,20.74,759,0,0,237837.3,180,Vehicle,326787.48,Semiurban,Y
Neha Sharma,34,Female,Married,2,Graduate,Self-Employed,4.6,38518.22,53006.68,12380.5,267657.19,32.14,665,1,0,2627661.83,24,Home,3856095.63,Rural,N
Aditya Sharma,59,Female,Married,1,Graduate,Salaried,15.9,45586.14,78225.76,7789.16,287052.96,17.09,657,1,0,234868.59,12,Education,292713.49,Rural,Y
Priya Reddy,41,Male,Single,0,Graduate,Self-Employed,11.1,21929.89,57375.19,4676.36,221428.77,21.32,632,1,0,399979.44,300,Education,286.5,Rural,N
Aditya Shah,30,Female,Married,0,Not Graduate,Salaried,5.9,121825.28,600986.92,32187.85,1578425.27,26.42,841,1,0,10000000.0,240,Home,201.99,Semiurban,Y
Vikram Joshi,58,Female,Married,1,Graduate,Unemployed,0.0,10000.0,64298.89,5327.9,172121.05,53.28,713,0,0,731081.73,300,Home,950202.39,Semiurban,N
Aryan Tiwari,45,Male,Married,1,Graduate,Self-Employed,2.0,17341.58,115861.33,774.32,23709.09,4.47,668,0,0,88495.84,120,Medical,4999.78,Semiurban,N
Shreya Chopra,57,Female,Married,0,Graduate,Salaried,22.2,83151.41,501372.34,21535.78,651153.54,25.9,570,0,0,361428.58,240,Education,308548.02,Rural,N
Saanvi Reddy,41,Female,Married,0,Graduate,Salaried,16.8,116885.35,843682.23,61702.26,1975690.32,52.79,585,1,0,1098173.2,24,Personal,2493.4,Urban,N
Krishna Khanna,26,Female,Single,0,Not Graduate,Business Owner,6.5,92970.95,427645.76,14229.35,661036.66,15.31,580,0,0,204503.73,480,Personal,296833.8,Rural,Y
Myra Sharma,51,Male,Married,1,Graduate,Salaried,23.7,70658.79,390508.11,28051.1,1339701.75,39.7,577,1,1,706454.01,180,Vehicle,1093698.26,Semiurban,Y
Meera Pandey,26,Male,Married,0,Not Graduate,Business Owner,4.9,144309.26,966382.62,74574.11,2567930.03,51.68,635,1,0,2232276.01,180,Personal,3295227.91,Rural,N
Aadhya Kapoor,50,Female,Single,0,Not Graduate,Salaried,24.6,61253.88,113858.0,7436.23,254347.92,12.14,776,1,0,6879449.87,180,Home,6011814.12,Urban,Y
Anjali Malhotra,39,Male,Married,3+,Graduate,Salaried,15.6,90944.48,329429.25,14696.72,475897.59,16.16,499,1,0,5197642.03,480,Business,5056795.73,Semiurban,Y
Anjali Mishra,56,Male,Single,1,Graduate,Salaried,13.8,47136.59,147749.33,9303.83,396403.43,19.74,568,1,0,4774820.96,12,Home,4599276.67,Urban,Y
Myra Reddy,60,Male,Single,0,Graduate,Salaried,22.1,79129.35,517158.61,52346.51,3000000.0,66.15,698,0,0,222196.48,360,Personal,30.97,Semiurban,Y
Rajesh Malhotra,39,Male,Married,2,Graduate,Business Owner,11.2,42531.55,136853.3,26961.32,376591.14,63.39,332,0,4,628296.18,24,Vehicle,1066594.89,Urban,N
Ishaan Pandey,60,Male,Single,0,Graduate,Salaried,8.7,64574.67,87454.35,19354.39,499220.39,29.97,626,1,0,995725.35,180,Other,3673.79,Urban,Y
Vihaan Khanna,25,Female,Single,0,Graduate,Unemployed,0.0,41004.31,167472.64,13275.91,681192.17,32.38,711,0,1,1019530.08,300,Vehicle,4853.23,Rural,N
Deepak Iyer,25,Male,Single,0,Graduate,Salaried,0.8,49126.79,295105.16,10068.06,479256.08,20.49,618,0,0,624285.79,300,Vehicle,976361.21,Rural,N
Sai Pandey,65,Female,Married,1,Graduate,Business Owner,1.8,436603.08,1026422.88,75218.31,3000000.0,17.23,825,1,0,10000000.0,60,Home,14937952.1,Rural,Y
Priya Iyer,46,Female,Married,0,Graduate,Salaried,26.0,30821.13,71358.06,11348.18,375919.68,36.82,447,1,3,2274423.57,24,Home,2765403.23,Semiurban,N
Pooja Joshi,41,Male,Single,0,Graduate,Unemployed,0.0,10000.0,17248.71,3763.19,144531.83,37.63,525,0,0,1114772.63,480,Home,405.36,Rural,N
Reyansh Khanna,28,Male,Married,1,Graduate,Business Owner,5.9,77611.38,143954.78,25331.97,471212.98,32.64,495,0,4,6953833.92,36,Home,10001838.91,Urban,N
Manish Patel,34,Male,Married,3+,Graduate,Self-Employed,4.6,50205.44,156191.16,13372.33,268741.74,26.64,629,0,1,310866.89,12,Personal,2684.87,Semiurban,N
Diya Chopra,51,Female,Married,2,Graduate,Salaried,31.6,41824.77,316455.46,14905.81,826708.3,35.64,525,1,0,452476.37,180,Personal,1224.01,Urban,Y
Diya Bansal,57,Female,Married,1,Graduate,Business Owner,8.6,41798.16,282301.18,8429.36,339661.82,20.17,628,0,0,238693.24,360,Vehicle,336009.75,Semiurban,Y
Aditya Kumar,62,Male,Married,1,Graduate,Salaried,14.8,53439.51,356705.55,31436.13,428027.36,58.83,583,0,0,3036820.97,24,Business,3960829.54,Urban,N
Myra Iyer,39,Female,Married,0,Graduate,Business Owner,4.4,73306.5,171043.68,13070.74,323656.54,17.83,742,1,0,3148699.25,24,Business,4752406.42,Semiurban,Y
Diya Kumar,41,Female,Single,0,Graduate,Salaried,20.1,90258.94,164141.97,17345.67,489038.41,19.22,499,0,2,5264569.18,36,Home,4050.74,Urban,N
Anjali Rao,28,Male,Married,2,Not Graduate,Salaried,0.6,44209.25,29191.65,7787.63,462572.32,17.62,747,1,0,801065.39,12,Personal,1311.67,Semiurban,Y
Ananya Pandey,24,Female,Single,0,Not Graduate,Self-Employed,5.0,75715.15,263540.61,4406.4,149852.94,5.82,687,1,3,4273436.55,180,Business,5126191.19,Urban,Y
Karan Rao,40,Female,Married,0,Graduate,Salaried,21.2,56230.83,383271.4,18949.1,627288.16,33.7,501,0,4,817071.48,180,Medical,3190.06,Semiurban,N
Anika Kumar,47,Female,Married,1,Graduate,Self-Employed,18.2,92568.42,120285.59,16712.63,367887.87,18.05,756,1,0,1945239.87,360,Vehicle,1144.17,Rural,Y
Saanvi Pandey,25,Male,Single,0,Graduate,Salaried,5.4,26914.6,196179.14,2071.92,45252.76,7.7,537,0,1,1628596.46,300,Home,2494515.95,Semiurban,Y
Ira Shah,39,Male,Married,2,Graduate,Salaried,6.2,59284.0,38612.21,10476.78,297450.68,17.67,704,1,0,4708550.63,120,Business,6528371.01,Semiurban,Y
Dhruv Joshi,49,Male,Married,0,Graduate,Salaried,11.9,29166.82,178896.83,447.13,15534.23,1.53,573,0,3,1816398.07,60,Business,2327143.16,Semiurban,N
Dhruv Mishra,57,Male,Married,0,Graduate,Self-Employed,0.7,226989.73,507965.34,93829.13,3000000.0,41.34,731,1,0,2519698.26,180,Education,3898.11,Semiurban,Y
Kavita Agarwal,63,Male,Married,3+,Not Graduate,Business Owner,25.1,137571.24,445428.58,43964.36,2455098.57,31.96,742,1,0,5821220.19,240,Home,9186243.65,Semiurban,Y
Amit Rao,36,Female,Married,1,Not Graduate,Self-Employed,8.9,136288.78,198581.12,57367.92,3000000.0,42.09,629,0,1,1316921.74,12,Medical,2578.19,Urban,N
Anika Kumar,38,Male,Single,0,Not Graduate,Self-Employed,15.1,64666.71,103923.19,19433.37,1003609.45,30.05,730,1,0,1275146.94,120,Vehicle,1345913.09,Urban,Y
Anika Mehta,60,Male,Married,0,Graduate,Salaried,32.9,110022.25,713918.92,84812.52,1472643.19,77.09,516,1,0,616182.07,12,Vehicle,1015928.6,Urban,N
Priya Khanna,52,Female,Single,1,Graduate,Salaried,10.8,64135.93,154541.27,21070.83,330292.53,32.85,635,1,0,1166011.54,36,Personal,969.83,Urban,N
Diya Shah,33,Male,Married,3+,Graduate,Business Owner,0.2,245896.4,1360588.04,87359.99,1242664.04,35.53,490,1,1,4722256.75,120,Education,2420.51,Urban,N
Krishna Desai,51,Male,Married,1,Graduate,Salaried,5.5,90914.62,181722.86,52790.77,1113897.76,58.07,673,1,0,2594703.42,60,Other,4324.93,Rural,N
Neha Kumar,28,Female,Single,0,Graduate,Salaried,1.3,54703.84,200659.82,26284.7,1399151.82,48.05,652,1,0,2438746.28,36,Home,2293559.85,Semiurban,Y
Tara Mehta,41,Female,Married,0,Not Graduate,Salaried,3.7,129004.98,888866.32,24608.86,1138970.7,19.08,665,0,0,2247155.75,240,Personal,325.4,Urban,N
Anjali Sharma,34,Male,Married,0,Graduate,Self-Employed,1.1,53518.15,214862.18,30699.14,1747728.94,57.36,613,1,0,553924.24,60,Other,4842.5,Rural,Y
Manish Saxena,65,Female,Married,0,Graduate,Salaried,0.0,33392.11,259849.04,6116.73,332127.24,18.32,614,1,0,653878.24,240,Personal,3142.08,Semiurban,Y
Rohan Saxena,22,Female,Married,0,Graduate,Self-Employed,3.4,34843.37,272162.38,2313.46,102472.79,6.64,633,1,0,1627821.05,36,Home,2597254.77,Semiurban,Y
Priya Malhotra,59,Female,Single,1,Graduate,Unemployed,0.0,10000.0,35716.32,1587.16,27493.27,15.87,724,0,0,761614.62,180,Business,1269948.3,Semiurban,Y
Kiara Nair,33,Female,Single,1,Graduate,Salaried,10.6,108091.86,318887.27,59963.1,1373671.16,55.47,743,1,0,765805.59,36,Education,1244.34,Semiurban,Y
Ayaan Saxena,22,Male,Single,0,Graduate,Salaried,1.5,70673.82,225220.19,23408.75,944703.62,33.12,423,1,1,1168878.63,36,Personal,312.47,Urban,N
Divya Kumar,50,Male,Married,0,Graduate,Salaried,30.7,71212.5,403789.72,26085.73,480456.02,36.63,721,0,0,717209.71,12,Vehicle,543.98,Urban,Y
Ayaan Rao,51,Female,Married,0,Graduate,Salaried,3.0,47641.51,101140.54,29682.52,806999.26,62.3,582,1,1,783107.81,60,Vehicle,919137.81,Semiurban,N
Arjun Agarwal,27,Male,Single,0,Graduate,Self-Employed,1.2,32531.14,88008.1,5852.77,264381.95,17.99,612,0,2,474608.06,180,Personal,633.99,Semiurban,N
Kabir Shah,22,Male,Single,0,Graduate,Retired,32.8,31352.45,113586.71,15392.12,903235.96,49.09,718,0,0,3444194.96,360,Home,4647200.46,Urban,N
Kabir Shah,26,Male,Single,1,Not Graduate,Retired,16.2,33244.03,77874.64,17224.79,747264.64,51.81,570,1,0,753972.75,240,Business,825296.44,Urban,N
Geeta Desai,39,Male,Married,0,Graduate,Self-Employed,6.9,37121.41,21772.89,3516.15,47600.11,9.47,602,0,1,3506920.59,180,Home,4462.09,Urban,Y
Aarav Gupta,26,Male,Single,1,Graduate,Business Owner,4.9,133704.6,110174.08,29156.55,1296417.3,21.81,634,1,0,2820265.95,36,Vehicle,3933725.34,Semiurban,Y
Pari Joshi,52,Male,Single,0,Not Graduate,Self-Employed,29.9,20611.24,73801.53,5434.41,146517.42,26.37,551,1,0,139826.58,120,Medical,1531.32,Urban,Y
Dhruv Mehta,24,Female,Single,1,Graduate,Self-Employed,0.4,55167.42,237455.22,24285.54,401687.1,44.02,687,0,0,1078570.28,300,Vehicle,4101.86,Rural,N
Ishaan Agarwal,56,Male,Single,1,Not Graduate,Salaried,18.8,74916.79,338159.35,8835.65,129713.87,11.79,622,1,0,407199.88,240,Medical,4829.59,Semiurban,Y
Tara Mishra,60,Female,Single,0,Not Graduate,Business Owner,3.2,121322.62,394669.44,45574.86,510530.99,37.57,749,0,0,10000000.0,60,Home,15000000.0,Rural,N
Pooja Desai,53,Male,Married,3+,Not Graduate,Unemployed,0.0,10000.0,63718.32,3842.87,187007.9,38.43,647,0,0,95999.19,360,Personal,146794.62,Urban,N
Kiara Malhotra,63,Male,Married,2,Graduate,Salaried,17.5,108995.17,508846.51,15731.61,765966.94,14.43,565,1,2,816741.61,36,Vehicle,1044885.63,Urban,Y
Vihaan Shah,63,Female,Married,0,Graduate,Business Owner,32.0,222545.95,398360.91,67309.46,1874029.74,30.25,514,0,4,526863.73,12,Personal,3386.47,Urban,N
Kavita Rao,23,Male,Single,1,Graduate,Salaried,4.0,42513.04,104527.58,4645.29,60811.87,10.93,536,1,0,694799.55,240,Personal,4511.37,Rural,Y
Pooja Singh,36,Male,Single,0,Graduate,Unemployed,0.0,10000.0,37125.86,1136.53,40894.74,11.37,661,1,0,122421.5,120,Personal,142936.37,Semiurban,Y
Ira Pandey,55,Female,Married,1,Graduate,Business Owner,8.0,96640.42,629063.59,6481.62,172840.23,6.71,525,1,1,286170.81,300,Other,501054.96,Urban,Y
Pari Iyer,36,Male,Married,1,Graduate,Salaried,11.5,38783.88,280291.41,24711.52,414208.91,63.72,777,1,0,642955.3,360,Personal,1014.39,Urban,Y
Vihaan Saxena,54,Male,Married,0,Graduate,Self-Employed,14.7,71994.62,178358.56,23311.85,333442.15,32.38,548,1,0,1984961.96,180,Other,1422.05,Semiurban,Y
Lakshmi Singh,55,Female,Single,1,Not Graduate,Unemployed,0.0,10000.0,32126.7,2376.75,24537.08,23.77,669,1,0,138366.85,480,Medical,953.9,Urban,Y
Lakshmi Singh,65,Male,Single,0,Graduate,Salaried,31.3,124587.91,627918.39,31929.0,572193.8,25.63,611,0,0,2418180.32,60,Vehicle,3847647.19,Rural,N
Kiara Kumar,35,Female,Married,3+,Graduate,Salaried,7.7,67836.74,229190.62,21398.38,781980.78,31.54,709,1,1,739106.26,120,Medical,4880.52,Rural,N
Krishna Singh,36,Male,Single,0,Not Graduate,Salaried,8.0,32250.2,183237.77,3780.99,72158.99,11.72,550,0,0,608212.64,300,Personal,3810.36,Rural,N
Deepak Gupta,22,Male,Single,0,Not Graduate,Salaried,0.2,46298.86,322106.56,21769.46,1304220.21,47.02,500,0,1,233770.31,120,Vehicle,326467.33,Rural,N
Kiara Saxena,33,Male,Single,0,Graduate,Business Owner,11.6,105287.68,570070.32,36565.32,488205.91,34.73,629,1,2,8168760.31,360,Home,4788.91,Rural,Y
Kabir Kapoor,33,Female,Married,1,Graduate,Salaried,7.3,48603.44,265270.66,20203.84,937512.5,41.57,625,1,0,1889059.18,60,Business,1552365.06,Rural,N
Lakshmi Rao,41,Male,Married,0,Graduate,Salaried,18.5,75228.21,422123.06,34305.39,443823.45,45.6,593,0,0,8820312.89,12,Home,8657277.4,Rural,N
Pooja Nair,39,Female,Single,1,Graduate,Salaried,20.7,42445.85,29383.69,20649.75,213382.7,48.65,631,1,0,2881757.29,180,Business,83.37,Urban,Y
Aditya Patel,59,Female,Married,1,Graduate,Salaried,23.7,80699.85,455823.85,15658.54,214798.15,19.4,646,1,4,3906054.63,240,Business,894.54,Urban,Y
Kavita Mishra,55,Male,Married,0,Graduate,Salaried,13.6,94554.19,126953.54,60539.51,2441384.71,64.03,754,0,1,600789.21,300,Other,3255.98,Semiurban,N
Lakshmi Saxena,53,Male,Married,2,Not Graduate,Self-Employed,12.6,44024.79,213423.59,8517.99,406327.54,19.35,652,1,0,413289.67,180,Education,3941.23,Semiurban,Y
Ayaan Sharma,21,Female,Single,1,Graduate,Business Owner,2.7,173331.16,1274864.75,47864.62,965932.52,27.61,748,1,0,7632044.75,360,Home,4938.36,Semiurban,Y
Rohan Mehta,42,Female,Married,2,Graduate,Salaried,16.4,82715.38,307097.03,15775.4,789511.25,19.07,590,1,1,809646.99,24,Vehicle,1210452.09,Semiurban,N
Sanjay Kapoor,53,Male,Married,1,Graduate,Salaried,1.0,73508.97,527176.89,15790.59,638109.93,21.48,646,0,2,5276431.73,36,Home,855.79,Rural,N
Diya Desai,32,Female,Married,3+,Graduate,Salaried,6.1,90985.18,296749.74,19329.91,334008.37,21.25,678,0,0,5844352.18,12,Home,8424327.72,Urban,N
Dhruv Rao,40,Male,Married,2,Not Graduate,Salaried,3.9,61007.02,360856.4,24222.69,1307214.15,39.7,553,1,2,4581768.03,12,Business,8149146.74,Urban,Y
Karan Singh,53,Female,Single,1,Graduate,Salaried,5.3,75753.36,469960.26,19569.3,361715.76,25.83,589,1,0,1633902.41,180,Business,3131.55,Urban,Y
Lakshmi Mishra,56,Female,Married,3+,Graduate,Salaried,24.1,52377.88,62563.29,10045.55,342479.19,19.18,623,0,0,1006197.79,180,Vehicle,1187393.69,Urban,Y
Geeta Tiwari,59,Male,Single,1,Graduate,Salaried,7.5,29926.21,42578.74,9189.76,505459.66,30.71,730,1,0,382678.46,12,Personal,362298.22,Urban,Y
Riya Verma,40,Male,Married,2,Graduate,Self-Employed,8.9,103184.36,426036.0,41193.25,1544185.69,39.92,542,0,2,10000000.0,240,Home,4957.97,Semiurban,N
Dhruv Bansal,38,Male,Married,0,Graduate,Salaried,2.2,63129.06,401156.05,1331.51,46299.87,2.11,594,1,0,1385707.46,24,Vehicle,1543000.12,Semiurban,Y
Priya Gupta,38,Male,Married,0,Graduate,Salaried,1.2,84255.45,125631.73,9322.26,121753.45,11.06,566,1,0,1271490.53,60,Personal,1623365.23,Semiurban,N
Tara Agarwal,51,Female,Single,1,Graduate,Salaried,16.4,88456.66,158392.49,5112.2,279317.44,5.78,612,1,0,6396455.14,360,Business,6847456.37,Semiurban,Y
Suresh Saxena,39,Male,Married,0,Not Graduate,Business Owner,6.0,231839.45,1786763.17,86297.42,3000000.0,37.22,504,1,0,10000000.0,240,Home,14748518.26,Semiurban,Y
Pari Sharma,39,Female,Married,0,Graduate,Salaried,9.9,93069.14,174705.37,17090.24,637671.85,18.36,570,0,0,9363686.16,60,Home,12574975.37,Semiurban,N
Aadhya Reddy,28,Female,Married,1,Not Graduate,Salaried,6.6,36026.16,144293.61,9371.61,155019.12,26.01,424,0,4,2438681.47,240,Home,2343234.36,Urban,N
Navya Patel,42,Female,Married,0,Graduate,Salaried,17.8,89845.25,221369.56,38486.57,893835.82,42.84,679,0,0,1052655.77,36,Business,1601040.37,Semiurban,N
Suresh Shah,31,Male,Married,0,Graduate,Self-Employed,4.1,40279.66,180242.9,4186.92,76016.63,10.39,568,1,0,279836.09,360,Vehicle,298475.18,Urban,Y
Dhruv Bansal,44,Female,Married,0,Not Graduate,Business Owner,8.1,159686.61,916417.26,24490.89,1101640.38,15.34,548,1,0,6516474.28,180,Home,5603721.76,Urban,N
Yash Pandey,60,Male,Married,1,Graduate,Salaried,3.2,141638.59,417227.92,43925.79,2577789.78,31.01,637,1,1,4153043.1,300,Other,2834.5,Urban,Y
Shreya Saxena,55,Male,Single,1,Graduate,Self-Employed,3.9,44492.18,309754.8,22896.63,577571.11,51.46,736,1,0,826793.27,12,Education,689540.88,Rural,Y
Arjun Patel,42,Male,Married,0,Graduate,Salaried,20.1,50570.49,374498.48,14406.74,521336.65,28.49,679,1,1,314447.16,36,Vehicle,317896.96,Urban,Y
Rahul Tiwari,64,Female,Married,2,Not Graduate,Self-Employed,28.1,204843.21,1266199.77,150219.13,3000000.0,73.33,798,0,2,3802702.96,360,Personal,1301.11,Semiurban,N
Ananya Nair,65,Male,Single,0,Graduate,Business Owner,8.2,43184.78,76690.58,15169.54,248226.59,35.13,591,0,1,198434.89,24,Personal,1844.0,Urban,N
Ayaan Bansal,40,Male,Single,0,Graduate,Salaried,12.0,51593.96,310396.24,15839.64,201028.14,30.7,595,0,1,2706412.36,24,Home,3500817.44,Semiurban,N
Navya Kumar,55,Male,Married,0,Not Graduate,Self-Employed,3.9,79674.97,524024.73,23983.87,1290339.25,30.1,446,1,2,1147858.23,480,Vehicle,1216.41,Semiurban,N
Navya Gupta,36,Female,Married,0,Not Graduate,Business Owner,1.6,332599.75,681013.13,113116.76,3000000.0,34.01,470,0,0,10000000.0,12,Business,3560.63,Semiurban,N
Geeta Joshi,60,Female,Married,0,Graduate,Salaried,31.1,131798.7,206851.63,8068.29,246316.56,6.12,681,1,1,3068088.82,36,Vehicle,5060719.01,Semiurban,Y
Pari Agarwal,37,Female,Married,2,Graduate,Business Owner,10.3,130587.39,602152.37,13884.51,511823.65,10.63,636,1,2,1613392.66,360,Medical,1372.55,Urban,N
Vihaan Chopra,32,Female,Married,2,Graduate,Salaried,7.8,82876.77,604578.97,45049.1,1308627.47,54.36,565,0,1,5967291.15,360,Business,203.07,Semiurban,N
Yash Khanna,27,Male,Single,1,Graduate,Salaried,1.4,115476.82,600979.0,33336.61,1017580.2,28.87,560,0,3,7946282.56,180,Business,8728752.32,Urban,N
